SeqID	Taxonomy
KJ707041|SH1242892.10FU	d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Yamadazyma;s__Yamadazyma_sp
KJ707026|SH1242809.10FU	d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Scheffersomyces;s__Scheffersomyces_coipomensis
AM411000|SH1242889.10FU	d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Meyerozyma;s__Meyerozyma_sp
KJ707236|SH1242797.10FU	d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces;s__Debaryomyces_mycophilus
OR400959|SH1242795.10FU	d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Yamadazyma;s__Yamadazyma_sp
JX484863|SH1056132.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gliocephalotrichum;s__Gliocephalotrichum_bacillisporum
UDB03463458|SH1255442.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB03443646|SH1255227.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB04362364|SH1255251.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Discinellaceae;g__Pezoloma;s__Pezoloma_sp
MH863972|SH1255440.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
KF823601|SH1255172.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB01931698|SH1056248.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp
UDB01934462|SH1056243.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp
KF746142|SH1056301.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusicolla;s__Fusicolla_sp
UDB02935130|SH1255571.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03457628|SH1255489.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
AY789416|SH1255554.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03473212|SH1255486.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis;s__Hyaloscyphaceae_sp
KT269843|SH1056358.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_sp
UDB02945932|SH1255478.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leptodontidiaceae;g__Leptodontidium;s__Leptodontidium_sp
UDB02043033|SH1056302.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neonectria;s__Neonectria_sp
UDB03014171|SH1056354.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Paracremonium;s__Paracremonium_sp
UDB01940631|SH1056355.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_gen_Incertae_sedis;s__Nectriaceae_sp
ON175992|SH1255601.10FU	d__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Everhartia;s__Everhartia_lignatilis
UDB02314982|SH1056455.10FU	d__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS09;f__GS09_fam_Incertae_sedis;g__GS09_gen_Incertae_sedis;s__GS09_sp
UDB02315231|SH1056454.10FU	d__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS09;f__GS09_fam_Incertae_sedis;g__GS09_gen_Incertae_sedis;s__GS09_sp
UDB0761692|SH1255609.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leptodontidiaceae;g__Leptodontidium;s__Leptodontidium_sp
UDB03461990|SH1255606.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB03322999|SH1255632.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03717623|SH1255604.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Meliniomyces;s__Meliniomyces_sp
MF461573|SH1242922.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_brunneoprocera
UDB02854088|SH1062702.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis;s__Leotiomycetes_sp
UDB02831832|SH1062697.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis;s__Leotiomycetes_sp
UDB02856930|SH1062650.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis;s__Leotiomycetes_sp
UDB03339524|SH1062742.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
OK285340|SH1242952.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_sp
MN614382|SH1242951.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_sp
DQ069030|SH1255618.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB02945144|SH1255721.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leptodontidiaceae;g__Leptodontidium;s__Leptodontidium_sp
MK131636|SH1255715.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis;s__Hyaloscyphaceae_sp
UDB0693708|SH1255622.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_fuckelii
UDB04392803|SH1255718.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Discinellaceae;g__Pezoloma;s__Pezoloma_sp
UDB05285254|SH1255635.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium;s__Pseudeurotium_sp
UDB04373689|SH1255628.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Discinellaceae;g__Pezoloma;s__Pezoloma_sp
KY315940|SH1255720.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03463816|SH1255631.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB03466693|SH1255722.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
MT028095|SH1255642.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
MK247887|SH1056601.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Corticiales_fam_Incertae_sedis;g__Corticiales_gen_Incertae_sedis;s__Corticiales_sp
UDB05160617|SH1056602.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporales_fam_Incertae_sedis;g__Polyporales_gen_Incertae_sedis;s__Polyporales_sp
HQ211886|SH1255735.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB0283286|SH1056587.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_ord_Incertae_sedis;f__Sordariomycetes_fam_Incertae_sedis;g__Sordariomycetes_gen_Incertae_sedis;s__Sordariomycetes_sp
UDB05134307|SH1056585.10FU	d__Fungi;p__Ascomycota;c__Pezizomycotina_cls_Incertae_sedis;o__Pezizomycotina_ord_Incertae_sedis;f__Pezizomycotina_fam_Incertae_sedis;g__Polylobatispora;s__Polylobatispora_sp
OP581910|SH1255743.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotium;s__Pseudeurotium_sp
JN890284|SH1056600.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;f__Agaricomycetes_fam_Incertae_sedis;g__Agaricomycetes_gen_Incertae_sedis;s__Agaricomycetes_sp
UDB03315561|SH1062779.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03327388|SH1062778.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB02851818|SH1062743.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis;s__Leotiomycetes_sp
UDB03318050|SH1062745.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03450419|SH1255776.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB05157964|SH1056617.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporales_fam_Incertae_sedis;g__Polyporales_gen_Incertae_sedis;s__Polyporales_sp
UDB03449938|SH1255910.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
MK131626|SH1255904.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
MG190489|SH1255928.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Belonopsis;s__Belonopsis_sp
OP378586|SH1255925.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Mollisiaceae;g__Mollisia;s__Mollisia_sp
UDB03472041|SH1255926.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB06699645|SH1255924.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Pezizellaceae;g__Scleropezicula;s__Scleropezicula_sp
UDB05262656|SH1056668.10FU	d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Dothideomycetes_gen_Incertae_sedis;s__Dothideomycetes_sp
UDB05275924|SH1255987.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudeurotiaceae_gen_Incertae_sedis;s__Pseudeurotiaceae_sp
AY789285|SH1255976.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Bryoglossaceae;g__Bryoglossum;s__Bryoglossum_gracile
UDB03450868|SH1255982.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
AM260884|SH1255965.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Meliniomyces;s__Meliniomyces_sp
UDB02920052|SH1255960.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Leptodontidiaceae;g__Leptodontidium;s__Leptodontidium_sp
UDB05266380|SH1056672.10FU	d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Dothideomycetes_gen_Incertae_sedis;s__Dothideomycetes_sp
OM987322|SH1243076.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_sp
OR354938|SH1243033.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_cinctipes
MZ171123|SH1243071.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_sp
OP279588|SH1243049.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_prudens
DQ974691|SH1243059.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_constricta
OP270518|SH1243018.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__Amanita_sp
UDB03321432|SH1062806.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB02857467|SH1062846.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis;s__Leotiomycetes_sp
UDB095089|SH1062811.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Leotiales_fam_Incertae_sedis;g__Leotiales_gen_Incertae_sedis;s__Leotiales_sp
UDB03330599|SH1062845.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03306209|SH1062880.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB03475712|SH1256038.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis;s__Hyaloscyphaceae_sp
UDB03449694|SH1256039.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_sp
UDB03468164|SH1256018.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha;s__Hyaloscypha_fuckelii
UDB04373358|SH1256061.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Discinellaceae;g__Pezoloma;s__Pezoloma_sp
UDB05323545|SH1256034.10FU	d__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;f__Ascomycota_fam_Incertae_sedis;g__Pseudoclathrosphaerina;s__Pseudoclathrosphaerina_sp
HQ157833|SH1256076.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Meliniomyces;s__Meliniomyces_sp
KU176271|SH1256014.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_gen_Incertae_sedis;s__Hyaloscyphaceae_sp
MT026442|SH1256036.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Helotiales_gen_Incertae_sedis;s__Helotiales_sp
UDB05266112|SH1056714.10FU	d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Dothideomycetes_gen_Incertae_sedis;s__Dothideomycetes_sp
MT730859|SH1263489.10FU	d__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;f__Catenariaceae;g__Catenaria;s__Catenaria_sp
UDB02836934|SH1062877.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_ord_Incertae_sedis;f__Leotiomycetes_fam_Incertae_sedis;g__Leotiomycetes_gen_Incertae_sedis;s__Leotiomycetes_sp
UDB04998669|SH1062887.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;f__Phallaceae;g__Mutinus;s__Mutinus_sp
UDB061110|SH1056789.10FU	d__Fungi;p__Entorrhizomycota;c__Entorrhizomycetes;o__Entorrhizales;f__Entorrhizaceae;g__Entorrhiza;s__Entorrhiza_sp
KF617564|SH1256207.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidiaceae_gen_Incertae_sedis;s__Ceratobasidiaceae_sp
UDB0532618|SH1256151.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
ON256824|SH1056754.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_henricii
KF429260|SH1256079.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Vibrissea;s__Vibrissea_sp
UDB06709615|SH1062919.10FU	d__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp
JF946755|SH1263513.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Ceratocystiopsis;s__Ceratocystiopsis_quercina
UDB06726767|SH1062922.10FU	d__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp
UDB06719469|SH1062921.10FU	d__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp
UDB06717417|SH1263516.10FU	d__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp
UDB02087865|SH1263595.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_freyae
UDB01683061|SH1256338.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
UDB01690072|SH1256298.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
UDB01682663|SH1256297.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
UDB01682404|SH1256296.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
UDB01683180|SH1256290.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
UDB05340833|SH1056802.10FU	d__Fungi;p__Entorrhizomycota;c__Entorrhizomycetes;o__Entorrhizales;f__Entorrhizaceae;g__Entorrhiza;s__Entorrhiza_sp
UDB01677533|SH1256288.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__Ceratobasidium_sp
UDB05489963|SH1256489.10FU	d__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Urocystidales;f__Glomosporiaceae;g__Thecaphora;s__Thecaphora_oxytropis
MW349651|SH1256644.10FU	d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Ramalinaceae;g__Badimia;s__Badimia_pallidula
KC152338|SH1256623.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae;g__Tulasnella;s__Tulasnella_sp
MT135945|SH1256632.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae;g__Tulasnella;s__Tulasnella_asymmetrica
JF691387|SH1256633.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae;g__Tulasnellaceae_gen_Incertae_sedis;s__Tulasnellaceae_sp
JF691426|SH1256620.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae;g__Tulasnellaceae_gen_Incertae_sedis;s__Tulasnellaceae_sp
UDB07299994|SH1066514.10FU	d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiales_fam_Incertae_sedis;g__Venturiales_gen_Incertae_sedis;s__Venturiales_sp
UDB07316332|SH1066584.10FU	d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiales_fam_Incertae_sedis;g__Venturiales_gen_Incertae_sedis;s__Venturiales_sp
UDB0153236|SH1263591.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp
HQ446359|SH1263611.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Savoryellales;f__Savoryellaceae;g__Savoryella;s__Savoryella_longispora
UDB06692537|SH1062956.10FU	d__Fungi;p__Rozellomycota;c__Rozellomycota_cls_Incertae_sedis;o__Rozellomycota_ord_Incertae_sedis;f__Rozellomycota_fam_Incertae_sedis;g__Rozellomycota_gen_Incertae_sedis;s__Rozellomycota_sp
UDB02245021|SH1263613.10FU	d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytridiales_fam_Incertae_sedis;g__Chytridiales_gen_Incertae_sedis;s__Chytridiales_sp
UDB01965705|SH1263587.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_sp
HQ535888|SH1263676.10FU	d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Rhytismataceae_gen_Incertae_sedis;s__Rhytismataceae_sp
UDB02535751|SH1057091.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
UDB06261314|SH1057074.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
UDB06120943|SH1057072.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
UDB02509123|SH1057113.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
UDB02517437|SH1057111.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
UDB02513335|SH1057109.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
UDB02526220|SH1057098.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
UDB02502605|SH1057097.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
UDB02502609|SH1057094.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
UDB004516|SH1057070.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula;s__Russula_sp
UDB04413092|SH1256987.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp
KY462564|SH1256985.10FU	d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp
MH777062|SH1256802.10FU	d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales_fam_Incertae_sedis;g__Xylariales_gen_Incertae_sedis;s__Xylariales_sp
UDB02510022|SH1057206.10FU	d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenales_fam_Incertae_sedis;g__Onygenales_gen_Incertae_sedis;s__Onygenales_sp
